adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",,11694,tt0059017,en,Cat Ballou,"A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.",5.45812,/66b5cM2szzzChYUsqa9FREr0fky.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Harold Hecht Productions', 'id': 11585}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-06-24,20666667.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's That Way-Out Whopper Of A Funny Western...A She-Bang To End All She-Bangs!,Cat Ballou,False,6.5,57.0
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}]",,38727,tt0031995,en,Susannah of the Mounties,"This classic family drama stars Shirley Temple as young orphan Susannah Sheldon, the sole survivor of a brutal Indian attack who's befriended by Canadian Mountie Angus Montague (Randolph Scott) and his girlfriend, Vicky (Margaret Lockwood). The couple takes Susannah under their wing and soon learn that having a precocious child around can come in handy; when the Indians return, the girl uses her charm to broker peace.Shirley is the orphaned survivor of an Indian attack in the Canadian West. A Mountie and his girlfriend take her in...",0.978316,/nm2hd2GW0E1F90jRixP6tEAs7pC.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-06-13,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Flaming arrows! Cracking rifles!,Susannah of the Mounties,False,5.6,4.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,99224,tt0045992,en,The Lawless Breed,"After being released from prison, ex-gunfighter John Wesley Hardin hopes to have his autobiography published in order to rehabilitate his tarnished reputation.",0.442244,/hr52rRKGvJnxfktLs4Y0BpPKre5.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-01-03,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He cut a swath of daring across the great southwest!,The Lawless Breed,False,6.7,3.0
False,,0,"[{'id': 37, 'name': 'Western'}]",,121927,tt0074570,en,Get Mean,The plot revolves around the return of a Spanish princess from America to her native country Spain. To help her she enlists the aid of a reluctant hero (Tony Anthony).,0.091615,/oRnk5yu6GipfBzC4enLLs7Tt7WG.jpg,"[{'name': 'Cee Note', 'id': 15399}, {'name': 'Stranger Productions Inc.', 'id': 15400}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1976-05-01,0.0,84.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Hung by his heels...Barbecued...Shot with a cannon.  Now it's his turn to get mean!,Get Mean,False,4.0,2.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,19989,tt1087828,en,Aces 'N' Eights,"Already taking a gamble settling in the uncharted west, the peaceful settlers of a town destined for railroad greatness suddenly find themselves being ruthlessly gunned down. With no law and order to be found, justice falls onto the shoulders of an elderly rancher and an accomplished, but retired, gunslinger.",1.61646,/fMHDlT44fuNnEvLjxlA6XjbmQsF.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-15,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Aces 'N' Eights,False,5.1,6.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 37, 'name': 'Western'}]",http://www.history.com/shows/texas-rising,337747,tt3598496,en,Texas Rising,"A depiction of the rise of Texas from the Battle of the Alamo to San Jacinto. A story told through the lives of the men who gave everything up to defend an infant country from a ruthless Dictator and savage Native Americans, and paved the way for the Republic of Texas to emerge.",0.895272,/7OjdPJ1nzwWAZN2b9VxyGfozlxL.jpg,"[{'name': 'ITV Studios America', 'id': 21040}, {'name': 'Thinkfactory Media', 'id': 30584}, {'name': 'A+E Studios', 'id': 35761}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-25,0.0,270.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Texas Rising,False,5.6,5.0
False,"{'id': 151861, 'name': 'Lonesome Dove Collection', 'poster_path': '/yj2IQmUQwZ5kNdE9Ct42P3Q5FWt.jpg', 'backdrop_path': '/lurOqOQpwoJmkZ2CoVJysimVdu4.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,67636,tt0783328,en,Comanche Moon,"Comanche Moon, the prequel to McMurtry's bestselling and Pulitzer Prize-winning book, ""Lonesome Dove follows Texas Rangers Augustus ""Gus"" McCrae (Zahn) and Woodrow F. Call (Urban), now in their middle years, as they continue to deal with the ever-increasing tensions of adult life--Gus with his great love, Clara Forsythe (Cardellini), and Call with Maggie Tilton (Banks), the young prostitute who loves him and bears him his son, Newt (Joseph Castanon). Kilmer plays Captain Inish Scull, a Yankee aristocrat and hero of the recently concluded Mexican War. Griffiths plays Inez Scull, the Captain's sexy wife who doesn't hesitate to fill her time with other men when he's away from home. Wes Studi plays Comanche Chief Buffalo Hump.",0.51968,/9NNewnKxsfg9yPWwyCqAiBLQVDQ.jpg,[],[],2008-01-13,0.0,360.0,[],Released,,Comanche Moon,False,4.9,5.0
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}]",,344656,tt2966728,en,Enemy Empire,"Sol, a bold fugitive lost in a dangerous post-apocalyptic desert world, searches for a missing woman named Catherine and her illusive captor, the Nomad King. With enemies at every turn, Sol's only chance of finding Catherine is with the help of a rogue and mysterious wanderer, Cleo.",0.411958,/f7o6dAu3xwo8IlI10EUe2WdnrWM.jpg,"[{'name': 'Have another Cherry', 'id': 55545}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-12-27,0.0,97.0,[],Released,,Enemy Empire,False,4.5,3.0
False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",,246415,tt0963328,en,Redland,"As a family struggles to survive in rural isolation during the Great Depression, their daughter's secret affair begins a journey into the unknown.",0.088812,/zNj2UjtJAhz75xefgMZaZNEll19.jpg,"[{'name': 'Zyzak Film Company', 'id': 48510}]",[],2009-03-11,0.0,105.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Redland,False,8.0,2.0
False,,4638783,"[{'id': 37, 'name': 'Western'}]",,11577,tt0070518,en,Pat Garrett & Billy the Kid,An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.,5.781236,/b2T0hxFReZa1KQCaw7RGhOyukOW.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-05-23,11000000.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Best of enemies. Deadliest of friends.,Pat Garrett & Billy the Kid,False,7.2,67.0
